review_es,sentiment
"La parcela de la película parece haber sido construida de un sueño inconexo.No hay suficiente realismo para mantener el interés del espectador.La escena de la granja de Vermont fue una oportunidad fallida de mostrar la forma en que se crearon las granjas y las familias de la granja vivían, lo que habría sido interesante y entretenido.Hubo poco, si no hay investigación sobre el comercio de Whiskey Bootgging del período.Los disfraces de los canadienses parecían algo de la revolución francesa, totalmente increíble.El jugador del violín fue bueno y del período de tiempo, pero los movimientos de Chris, mientras que supuestamente jugar fue increíble.La aparición del búho era un misterio nunca explicado y el tren desapareció en el aire delgado era demasiado.No pude entender cómo una trucha en vivo se congendió en el hielo y por qué dos hombres en el desierto sin comida liberaban la trucha, una buena fuente de alimentos.",negative
"Es 2005, mis amigos ... un tiempo de increíbles efectos especiales y una era de tecnología.Entonces, ¿por qué no podemos ver una película que es un poco más pensada que esta película de bajo presupuesto de queso?He visto muchas películas de bajo presupuesto que eliminan mis calcetines, pero este ... es casi como si estuviera tratando de ser horrible.Solo ... no ... cuídalo.Puedo mirar después de la falta de efectos especiales y escenas generadas por computadora si la actuación en sí era al menos buena.Siento que un niño pequeño produjo toda esta película.Ni siquiera hay una línea de trama original.Los asesinos de vampiros, en sí mismos son un gran agujero de la trama con un intento de burlarse de sí mismo.¿Puede alguien decirme si, tal vez, esto fue diseñado como una película de comedia y simplemente no lo sabía?Me hace preguntarme, ¿qué tiene la secuela en la tienda para nosotros quienes amaron tanto la primera cuota?",negative
"Incluso con un elenco que cuenta con los nombres generalmente confiables como Val Kilmer y Lisa Kudrow, Wonderland no cede cualquier sentido de profundidad a esta película.Apenas cepilla la superficie de los incidentes que ocurrieron en esa noche de julio en 1981. Kilmer pasa por los movimientos cuando John Holmes y Kudrow y Kate Bosworth esperan, esperamos que Miscast en los otros dos roles de plomo;Como la esposa de Holmes y la novia de menores de edad, respectivamente.El resto del elenco tiene roles tan pequeños que es imposible obtener cualquier dimensión de ellos.La película también está protagonizada por Carrie Fisher, Ted Levine, Franky G, Mc Gainey, Dylan McDermott y un camafeo de Paris Hilton.",negative
"En las colonias, no estamos tan familiarizados con Arthur Asky, así que casi salí de esta película (que tenía su vista previa de TCM recientemente) debido a los comentarios negativos aquí en su aparición en ""Fantasma"", que esperaba ser completamente molesto. En cambio, me sorprendió gratamente de encontrarme riendo audiblemente. Los aspectos físicos de la comedia de la asequía y su tiempo al entregar una línea sugieren lo que obtendría si Charlie Chaplin y Woody Allen tuvieran un bebé. No hay que compararlo con BUD ABBOTT o ninguno de los otros proveedores habituales de alivio cómico que aparecen en películas de este género. Además, se puede sentir, además, el hilo que conecta la asequía a la comedia británica 30 años después; Al menos, está claro desde un punto de vista estadounidense que tiene más en común con la compañía Monty Python que con cualquiera de sus contrapartes aquí. En cuanto al resto de la película, más películas que has visto, más probabilidades lo harás en el final, pero aún así es bastante entretenido y atmosférico y vale la pena esperar su próxima aparición.",positive
"Probablemente las peores películas de Nueva Zelanda, las bromas, no son divertidas.Usado de otras películas y simplemente Corny Corny, la actuación es mala, aunque hay un gran castición, la historia es poco interesante y aburrida tiene más queso, entonces la pizza que los amantes de los quesos tipo de pizza como la actuación ha sido 1,000 veces antes de que se produzca.TV, pero era tan aburrido, solo podía pararse 30 minutos.Esta película chupsdo no lo mira, mira la pintura en su lugar.",negative
"Al igual que los otros comentarios, esto podría sorprender a aquellos que no han visto el trabajo de Jeunet & Caro o Emir Kusturica.Pero ya has visto delicatessen, no hay nada nuevo, esta película.Pensé que Delicatessen era genial cuando salió, pero esta película acaba de llegar demasiado tarde para ser de cualquier interés.No creo que sea una película peor que delicatessen, pero es un orificio que lo vea ahora, como probablemente sería ver de nuevo delicatessen.Realmente no tiene sentido la película, nada que realmente importe o permanezca contigo.Puede haber una similitud lejana con las películas de Kusturica, pero está realmente en una liga diferente, por lo que deberías ir a ver sus películas que perder tu tiempo en Tuvalu.",negative
"Para ponerlo simplemente, el fan fue una decepción.Se sentía como si estuviera viendo el conductor del taxi, excepto el taxista era mucho mejor que esto.Parecía que los cineastas querían que estuviéramos rodeados por el personaje del 100 por ciento de Robert Deniro.Este enfoque no funcionó.",negative
"La escena de apertura me impide calificar en absoluto cero. Desearía que toda la película fuera tan arenosa y real como la introducción. En la intro. Este ""asalto en mi inteligencia 13"" está hirvido hasta ahora que me sorprendió que el reparto se presentara por un segundo día de filmación. Firstly, ¿cómo llegaron estos muchachos a los policías? Basado en la estupidez, supongo. ¿Cómo los personajes femeninos principales justifican estar a medio desnudo a mediados del invierno en Detroit o dondequiera que estén? De hecho, ningún personaje reacciona a los elementos en absoluto en esta película. Sin ventanas, ninguna electricidad (que devuelve milagrosamente inexplicable) durante la tormenta del siglo y todos son cómodos como insectos en una alfombra. Lo que existe la tecnología que deshabilita todos los teléfonos celulares, radios y función cerebral. Esto debe ser el mismo poder que hace que María Bella camine desde su rodilla de automóvil discapacitada en la nieve sin abrigo y casi ningún vestido.",negative
"En este día y en edad, en la que casi todas las demás noticias involucran las discusiones sobre el agua, las imágenes de Abu Ghraib, o cuentos de las detenciones forzadas en la Bahía de Guantánamo, la ""interpretación"" de Gavin Hood, es aproximadamente el minuto y lo oportuno. Película Como es probable que salga de las fábricas de entretenimiento de la corriente principal de Hollywood. No es, por cualquier tramo de la imaginación, una película perfecta, pero tampoco merece el oprobio de Caterwauling que ha recibido a manos de los críticos de todo el espectro ideológico y político. El término ""interpretación"" se refiere a la capacidad de la CIA para arrestar a cualquier persona que sospeche de los tratos terroristas, luego los eliminará en secreto a un país extranjero para interrogarlos y torturarlos por un período de tiempo indefinido, todo sin el debido proceso legal. Anwar El-Ibrahimi es un hombre egipcio que ha estado viviendo durante veinte años en los Estados Unidos. Él tiene una esposa estadounidense, un hijo joven y un nuevo bebé en el camino. Parece un candidato muy improbable para un terrorista, sin embargo, un día, sin previo aviso o explicación, Anwar es incautado y llevado a un lugar no revelado donde se somete a una tortura brutal hasta que admita su participación con una organización terrorista que Anwar afirma saber nada. Acerca de.on el lado negativo, la ""interpretación"" vacila ocasionalmente en sus habilidades de narración, a menudo mordiendo un poco más de lo que puede masticar en términos de trama y carácter. El punto focal ostensible es Douglas Freeman, un agente de novato de la CIA que se lleva a observar el ""interrogatorio"" de Anwar a manos de funcionarios egipcios. El problema es que, según lo concibido por el escritor Kelley Sane y promulgado por Jake Gyllenhaal, Freeman parece demasiado ingenuo ""Boy Scout"" para hacer un agente muy plausible, y no se le da el tiempo de la pantalla que necesita para desarrollarse plenamente. como un personaje. Sabemos poco sobre él al principio y aún menos, parece, al final. Él ""atraviesa los movimientos"", pero aprendemos poco precioso sobre el hombre dentro. Por lo tanto, sin un fuerte centro de gravedad para mantenerlo todos juntos, la película se siente ocasionalmente, como si estuviera aparte de las costuras, con elementos de historia que vuelan en todas las direcciones. Un problema similar ocurre con la esposa angustiada de Anwar, interpretada por Reese Witherspoon, una mujer que nunca conocemos mucho por lo que podemos ver en la superficie. Gyllenhaal y Witherspoon se han demostrado ser buenos actores en virtud de otras circunstancias, pero aquí están doblados por un guión restrictivo que rara vez los deja ir más allá de una sola nota recurrente en sus actuaciones. Sin embargo, hace que ""la interpretación sea"". , es la extrema gravedad del tema y la forma en que dos líneas de trama ejecutan simultáneas se unen elegantemente entre sí en los estiramientos de cierre de la película. Puede hacer una historia ligeramente más artificial de lo que quizás podríamos haber gustado sobre este tema, pero, bueno, esto es Hollywood después de todo, y la película tiene que pagar alguna deferencia a las expectativas de la audiencia masiva, si es para ser iluminada verde, y mucho menos ver la luz del día como un proyecto completado. Two de las actuaciones de apoyo son particularmente convincentes en la película: Omar Metwally, que hace palpable el terror de un hombre atrapado en una pesadilla de la vida real Kafkaesque desde la cual no puede despertarse, y Yigal Neor que hace un personaje sorprendentemente complejo del interrogador / torturador principal. Meryl Streep, Alan Arkin y Peter Sarsgaard también hacen sus marcas en roles más pequeños. También se debe mencionar especial la cinematografía cálida y rica de Dion Beebe. ¿La película simplifica los problemas? Probablemente. ¿Apila la cubierta a favor de la víctima de la tortura y contra las malas fuerzas del gobierno? Definitivamente. (Uno se pregunta cómo la película habría jugado si Anwar realmente fuera un terrorista). Sin embargo, la película tiene las agallas para pisar el terreno controvertido. No tiene miedo de elevar las preguntas de Dicey o arriesgar la desaprobación de algunas para las posturas políticas que se necesita. Se refiere abiertamente el problema de la forma en que una nación tiene una nación rápidamente a su principio de ""libertades civiles para todos"", frente al terrorismo y el miedo. Y, ¿cuánto coraje se necesita para que las personas de buena voluntad finalmente se levantaran y dicen que ""lo suficiente es suficiente"", incluso bajo el riesgo de ser el apaciguador terrorista y el antioproto por los de poder? (La película tampoco lo hace, de ninguna manera, de ninguna manera, niega la realidad del terrorismo islámico extremo). Todo, para rechazar la ""interpretación"" fuera de la mano sería permitir que el perfecto sea el enemigo del bien. ""Rendición"" puede no ser perfecto, pero es bueno, y tiene algo de importancia para decir sobre el mundo en el que ahora vivimos. Y eso solo lo hace vale la pena verlo.",positive
"¡Nunca me he reído y me he ridionado tanto en mi vida!La primera mitad me mantuvo en puntadas;¡La última mitad me hizo venir completamente desinflada!Creo que me ríe durante 15 minutos después de que terminó la cinta. El tiempo y la entrega de sus historias son casi sin igual.Y aunque él habla rápido, atrapas cada broma.Probablemente es por eso que mi ""centro de risa"" estaba tan abrumado;Tomó 15 minutos adicionales para reírse de todo.",positive
"El scriptPlot estaba bien por sí mismo, pero la película se sentía muy burbujeante y falsa.También tuvo el peor final.Probablemente iban a pasar por una sorpresa, pero todo lo que hizo fue dejarme la pregunta de cómo era todo el punto de la historia.Todas las demás películas para adolescentes son mejores que este.",negative
"Mi comentario es principalmente un comentario sobre el primer comentarista (el extra en la película) y su infeliz evaluación de la película.Creo que su perspectiva indica por qué un extra es un extra y un director es un director.La película era dulce, lo que actúa lo suficiente, la experiencia de verla un buen desvío de una semana laboral ocupada.No era ""las horas"" (actuando), o ""la matriz"" (efectos especiales), o incluso ""el color púrpura"" (dirección).La mayoría de las películas no serán.Pero tampoco fue el festival de la mierda que ""Vinny ..."" te llevaría a creer.Lo siento, chico, solo mis 2 centavos. Para la película en sí, estaba al final, afirmando muy gay (+ # 1).Mostró un mundo lleno de personas diversas y menos que perfectas, ya sabes, como la nuestra (+ # 2)!Abrió una puerta en una cultura sin excluir otras culturas (+ # 3).Y me gustó la música (+ # 4).",positive
"La versión de DVD lanzada por Crash Cinema estaba muy mal hecha.El ingeniero de mastering debe haber sido borracho, dormido o ni siquiera en la habitación mientras se estaba haciendo.Parece que fue dominado desde aproximadamente una copia de la décima generación y aproximadamente la mitad de la película, la sincronización de audio desaparece.El diálogo es de aproximadamente 10 o 15 segundos detrás del audio.Si está pensando en comprar este DVD, guarde su dinero.Recuerdo haber visto a esta película en el teatro en 1973. Además, la copia de VHS de esta película bajo el título de ""cuando Taekwondo Strikes"" se ve mejor que el DVD, pero los últimos minutos de la película ""faltan"".¿Dónde está la cámara original negativa?",negative
"Ahh, Nuthin 'como cursi, explosivo, semi-porno, masquero como horror ... Esta única estrellas Jaqueline Lovell (a veces Sara St. James), la estrella nuble también vista en ""Femalien"", ""La casa erótica de cera"", Y esa familia favorita ""Nude Bowling Party"". Ahora es un accesorio en la alineación del cine de entrega de cuties sin talento protagonizando las películas de explotación sin sentido y porno suave. ""Jefe de la familia"" en realidad trata de ser un verdadero moovie. Un con hombre y un vagabundo intentan obtener el marido de Tramp Off-ed. Se dirigen a un genio malvado de cerebro en una silla de ruedas, y su familia de maduros morones, que usa el control mental para enviar zombies para hacer su oferta nef social. Dicho-genio tiene una cabeza gigante, de ahí el título inteligente de la película: eso es sobre la extensión del humor de la película. Pero básicamente, es una excusa para mostrar los amplios talentos de Lovell y Dianne Colazzo (Ernestina). Conectado con algunos de los diálogos más extravagantes puede ser la manada (¿qué diablos está ""arando la avena"", de cualquier capa?), Y simplemente estúpido, este thriller titular se mueva a los panecillos de los panecillos del teatro de conducción, pero no alguien mas. El MOOCOW dice que evite lo desprovisto, a menos que esté buscando un alquiler en la noche de T y A / Horror de Cheesy. : = 8p",negative
"Me encanta este espectáculo.Es una refrescante toma en algunas cifras y estilos más antiguos.No tienen miedo de disparar, y cuando las personas tienden a morir.Demasiados espectáculos tienen miedo de esto y terminan solo apuntando las armas y luego tengan un enfrentamiento.FarScape también viene completo con una gran cantidad de personajes conmovedores.Todos ellos crecen en ti hasta el punto en que te confunde a que escuches discutir, tomando algunos de los Animatronic los de sus cajas para hacer la mini serie.De principio a fin, FarScape te deja con un sentimiento de esperanza, y con una discusión, como suceden cosas nuevas e inesperadas, y luego las personas viven y mueren, sorprendiéndote cada vez.Vale la pena un reloj incluso si no tienes tiempo.",positive
"Wow, soy un enorme fan de Henry VIII / TUDOR ERA y, bueno, esto fue ... interesante.El único que vi fue la Catalina de Aragón.Y wow ... solo wow.He visto mala actuación antes, pero esto alcanzó nuevas alturas.Cuando la actriz que tocaba Catherine era Umm .. llorar?Ella llama y grita y tengo que admitir que rebobinado muchas veces ... Muchas, muchas veces .... Cosas divertidas y divertidas.La única persona que incluso mostró una ligera astilla de talento fue la actriz que interpretó a Anne Boleyn (sin embargo, podría ser perjudicada, tengo una leve obsesión con Anne Boleyn, ella era una mujer realmente facilitadora, leía, ¡vale la pena!) Además, he leído mucho sobre el período de Tudor Time y creo que los personajes no se mostraron muy bien, todos eran muy estereotipados.Solo vea esta película si está preparado para ver un período de tiempo muy importante, y las vidas importantes de los involucradas se convirtieron en un stock de risa.",negative
"Es difícil creer que cualquiera pueda tomar un libro tan un gran libro y hacer una película tan terrible. El rey Kong de Dymagine se reúne como el mono de un molinillo de órganos y la parte de Way de Fay Siendo interpretada por un niño.¿Qué hay de Elton John como Rambo !!!! Esta película es aún peor que el rehecho de la noche de la noche del Hunter. Por el uso de los Title Watchers y el nombre de Dean Koontz, los creadores de esta película deben ser demandados por el fraude de los lectores de los lectores de laReserve que esperó una adaptación razonablemente precisa del libro. Leer el libro, nunca he hablado con nadie que no le guste.Otro buen libro es el ganador de David Baldachi.",negative
"Debe tener que estar de acuerdo con el otro revisor.Esto tiene que ser la peor película, y mucho menos occidental he visto.Terrible actuación, diálogo que era inimaginante y patético (y mucho menos completamente inapropiado para su supuesta en el siglo XIX), y Oh, ¿mencioné que una batería se mostró prominentemente en la parte posterior de uno de los personajes?Estaba esperando que el Boom Mike caiga en medio de una escena.Y el final?Lo menos que puedo decir es que fue consistente con el resto de la película ... completamente horrible.Y sí, contenía cada cliché en el libro de la caminata lenta por el camino polvoriento vacío a la risa ""recordáramos cuando"" los disparos cuando muere un personaje principal.Por suerte vi esto en la televisión gratuita.No pierdas el tiempo.",negative
"En los cepillos de Kpax Softley en las sutilezas de las costumbres religiosas del este de los pequeños arquetipos incrustados en toda la película hasta el propósito real de Prot. Spacey (PROT) asume un papel predominantemente didáctico en toda la película, es como si las declaraciones que realizara encarnan verdades generales sobre una cultura de paz que se promulga fuertemente en el budismo y el hinduismo. Se puede decir que el prot es el ojo de la tormenta: el mundo está en desorden y es 'brillante' y el velo falso de la realidad es lo que todos los demás ve, pero el proto ve la verdad, ve el minuto) y lo aprecia y en Algunos puntos lo temen mientras trasciende su construcción social de la realidad y se vuelve más humanamente. La película es particularmente detallada, por lo tanto, le recomendaría que lo viera al menos dos veces para ver cómo Softley interpreta a los matices. Escuche atentamente las narraciones al principio y al final, ya que realmente tocan los conceptos que no se presentan en común en las filosofías occidentales.9 De las 10 calificaciones: excelente - con sala nominal para mejorar.",positive
"Después de 15 minutos, observando la película, me estaba preguntando qué hacer: Dejar el teatro, dormir o tratar de seguir viendo la película para ver si había algo así.Finalmente vi la película: Qué pérdida de tiempo.Tal vez ya no soy un niño de 5 años!",negative
"Pensé que Rachel York era fantástico como ""Lucy"". La he visto en ""Bésame, Kate"" y ""Victor / Victoria"", también, y en cada una de estas actuaciones, se ha desarrollado muy diferentes, y las caracterizaciones muy reales. ¡Ella es un camaleón que puede jugar (y cantar) algo! Estoy muy sorprendido de la cantidad de críticas negativas que aparecen aquí con respecto a la actuación de Rachel en ""Lucy"". Incluso algunos críticos de TV y entretenimiento de BonaFide parecen haber perdido el punto de su representación. Muchas personas se han centrado en el hecho de que Rachel realmente no se parece a Lucy. Mi respuesta a eso es: ""¿Entonces qué?"" No estaba buscando una impersonación superficial de Lucy. Quería saber más sobre la verdadera mujer detrás del payaso. Y Rachel ciertamente nos dio eso, con gran profundidad. Tampoco quería ver a alguien simplemente ""hacer"" Rutinas Clásicas Lucy. Por lo tanto, estaba muy satisfecho con la decisión de los productores y el director de que Rachel interpretará a Lucy en el ensayo para los más memorables de estos skits: VitamAregamin y la fábrica de dulces. (Parece que algunos de los revisores no se dieron cuenta de que estas dos escenas estaban destinadas a ser secuencias de ensayo y no las parodias reales). Este enfoque, pensé, dio un giro innovador para bocetos que muchos de nosotros conocemos por corazón. También pensé que Rachel era terriblemente fresco y divertido en estas escenas. Y ella ha clavado absolutamente las rutinas que fueron recreadas, el profesor y la uva pisando, en particular. Había un momento en la escena de la uva donde la esquina de la boca de Rachel tenía la pequeña reputación exacta que recuerdo a Lucy. No podía creer que ella fuera capaz de capturar eso, y así naturalmente. Me pregunto si muchas de las personas que criticaban el desempeño estaban esperando ver la bola de Lucille de ""Amo a Lucy"" en toda la película. Después de todo, aquellos de nosotros que vinimos a conocerla solo a través de la televisión no tendrían idea de lo que Lucy era realmente en sus primeros años de películas. Creo que Rachel mostró una progresión natural en el personaje que era brillante. Ella plantó todas las semillas correctas para que podamos ver al payaso esperando emerger, dado el conjunto de circunstancias correctas. Lucy no se ajustó al molde del antiguo sistema de estudio. En sus frustrados intentos de convertirse en la estrella cinematográfica estereotipada de esa era, ella seguía reprimiendo lo que resultaría ser su último regalo. Creo que Rachel capturó hábilmente la comedia, el drama, el ingenio, la tristeza, la ira, la pasión, el amor, la ambición, la lealtad. , la sensualidad, la auto absorción, la infancia y el estoicismo, todos rodados en un ícono de un complejo estadounidense. Y ella lo hizo con una autenticidad y frescura que era totalmente entrañable. ""Lucy"" fue un turno de estrellas para Rachel York. Espero que le traiga una gran cantidad de grandes roles en el futuro. También espero que le traiga a Emmy.",positive
"Tengo que decir que el primero observé esta película fue hace unos 6 años, y realmente lo disfruté entonces. Compré el DVD recientemente, y en un segundo visto, me preguntaba por qué me gustaba. La actuación fue horrible y, como de costumbre, tenemos los clansmen estéreo-típicos en sus trajes falsos. La actuación fue horrible en el mejor de los casos. Tim Roth hizo un buen trabajo al igual que Liam Neeson, pero no tengo idea de lo que Jessica Lange estaba pensando. La línea de la trama era buena, pero la ejecución era simplemente pobre. Estoy cansado de ver a Escocia retratada así en las películas. Sin embargo, BraveHeart era aún peor, que es esta película solo salvando la gracia. Pero en serio, la gente no habló así en aquellos días, ¿por qué todos los actores tienen que tener acentos glaswegianos? Solo otra película para tratar de capturar la esencia de los estereotipos ya cansados ​​y molestos. Noto a las únicas personas aquí que dicen que esta película es buena son los estadounidenses, y para ser honesto, puedo ver por qué le gustaría, sé que tienen un enamoramiento de los hombres en los kilos. Sin embargo, si está pensando en comprar el DVD, diría que gasta su dinero en otra cosa, como una mejor película.",negative
"Quiero Céline y Jessie vaya más lejos en su relación, quiero decirles que se hicieron el uno para el otro, que en mucho momento en la película queremos que mueran el uno por el otro. Su historia es lo que alguna vez queríamos y probablemente la mayoría de nosotros nunca llegamos. Se trata de amor, pero no cosas estúpidas, como en ""Notting Hills"" o en ese tipo de película. Esto es la vida y creí en ellos, creía que estaban cayendo ... Esto era tan inteligente y conmovedor. Acabo de terminar de verlo hace un minuto y todavía estoy allí ... quiero ir a Viena. Quiero verlos lo antes posible otra vez. Tengo que decir que ahora me estaba convirtiendo en el misántropo y me sentía como si el amor fuera solo un falso, un concepto, pero con esta película me di cuenta de que tal vez en algún lugar, de alguna manera, ¿cuándo podría? Realmente suceder. Soy francés y no sabía muy bien, julio delpy a pesar de Kieslowski ""Tres colores: Blanco"" ... Ahora tengo que ver sus otras obras porque se parece a un ángel y tiene una actuación perfecta. Antes del atardecer ""(la secuela de París) unos días antes de ver"" antes del amanecer ""y su no importa. Ambos son obras maestras. Prueba de que no necesitas impresionar a los ojos con tecnología para obtener sentimientos puros. Lo siento por mi inglés que estoy tratando de mejorar. Franck en Francia",positive
"El encantador Candace Bergen, ya que los perdicaris viudas son secuestrados y retenidos por el sheik Raisuli jugando por un conny de Sheuring Sean. El incidente viene durante 1904, ya que Theodore Roosevelt corre para la elección a la Presidencia a su propio derecho. Necesitando un buen ejemplo para mostrar la política exterior musculosa de los Estados Unidos, Brian Keith, ya que Roosevelt emite una sorprendente declaración al sultán de Marruecos, ""Perdicaris vivo o raisuli muerto"". Pero en esta adaptación de ese incidente, la Famosa Declaración es la Sólo lo verdadero acerca de esta historia. Los perdicaris en cuestión eran en realidad un perdicaris de iones que era un inmigrante griego y un diletante Playboy. De hecho, los perdicaris renunciaron a su ciudadanía estadounidense hace años y fue de vuelta como un nacional griego. Sin embargo, sin importar eso, su predicamento fue lo suficientemente reparable en ese momento. La damisela en la angustia hace mejor material de pantalla, por lo que es una mujer viuda y sus dos hijos que están en peligro aquí. Por supuesto, como se presenta aquí, algunos de nuestros poderes europeos también utilizan el incidente para establecer su posición en Marruecos. Las intrigas llegan mucho más allá de la demanda de un brigando de rescate. El viento y el león no son la historia. Pero es una película agradable y Sean Connery siempre es divertido ver. Brian Keith también se ajusta a mi concepción de Theodore Roosevelt y las escenas en la Casa Blanca de Roosevelt hacen un anillo fiel a todas las historias contadas. John Huston juega al Secretario de Estado de siempre, John Hay, quien Roosevelt había heredado de su predecesor William McKinley. Pero los niños no usan esta película para omitir la lectura de una asignación de historia en la era de Theodore Roosevelt.",positive
"Esta película es patética de todas las formas posibles.Mala actuación, horrible guión (¿había una?), Edición terrible, cinematografía pésima, humor barato.Simplemente horrible. Había visto a 'The Wishmaster' un par de semanas antes de esta película y pensé que era un anillo muerto para la peor película del año.Luego, vi a 'The Pest' y de repente 'El Wishmaster' no parecía tan malo en absoluto. Bad mal estado.Insoportablemente malo.",negative
"... o mejor aún, vea Fandango si desea ver una película de carretera de edad universitaria masculina muy inteligente y divertida.Rolling Kansas sonaba prometedora (de hecho, la guía del programa le dio 2.5 de 4 estrellas, lo que generalmente significa que es bastante visto), pero bastante rápido a través de ella.Por lo general, las películas de viaje por carretera tienen una gran música, pero ni siquiera puedo recordar si había música.El único punto alto fue un pequeño papel con RIP desgarrado como un Hitchhiker / Gurú de Wise Old.De lo contrario, los chistes y el tiempo perdieron todo el camino.Los cuatro personajes principales son actores desconocidos y no recuerdo haber visto a ninguno de ellos en otra película.(Oh, sí, veo que Thes. La iglesia de Hayden estaba en ella, pero él está en todo, bueno, malo o indiferente).Esta película es tan divertida como ver a alguien más apedreado cuando no lo eres.",negative
"La máquina de Sharky es fácilmente uno de los mejores esfuerzos de Burt Reynolds. También se interpone como uno de los mejores dramas del crimen contemporáneo. Erótico y violento, la película se distingue a sí misma al establecer la historia en Atlanta, y entregar un caso de detective caótico, a usted (el espectador), en un plato de plata. Dedicado y determinado, Sharky debe detener el asesinato de Dominoe, una encantadora dama de la noche, la clientela es algo más que ordinaria. En poco tiempo, la máquina de criticidad de Sharky, descubre una conspiración del orden más alto, que amenaza con corromper el cuerpo interno de Atlanta. Como residente de Metro Atlanta, recuerdo la emoción en la ciudad durante la producción de la película. La máquina de Sharky va a grandes longitudes para dar una representación precisa de Atlanta. Veinte años eliminados y más de 2,000,000 personas más tarde, la película está representando la prueba del tiempo. Confía en mí, Atlanta no ha cambiado. Uno de los aspectos más destacados de la imagen es el atrevido truco de Dar Robinson (un final clásico, simbólico). Incluso se presentó en eso, es increíble, el reality show de ABC del período. Es un poco malo que Hollywood no haga suficientes películas como esta. Ramillete, cada uno de sus palomitas de maíz, y observa la acción del cine de plata de ley.",positive
"Winchester '73 es una gran historia, y eso es lo que me gusta de ello.No es su occidental cotidiano, usa un rifle, que pasa las manos de varios personajes, como un mecanismo para contar la historia sobre estas personas.Rock Hudson juega a un jefe indio, Jimmy Stewart juega a un gran hombre principal con corazón y fuerza, y los inviernos Shelly juegan a una chica que tiene que hacer frente a las realidades de su esposo y el salvaje oeste.Es importante tener en cuenta para los tipos políticamente correctos, matan a muchos indios en esta película sin remordimiento.A los estándares de hoy, sigue siendo bastante violento.Pero es una gran historia y vale la pena observar.¡Disfrutar!",positive
"La práctica máxima fue una serie de drama británicos sobre una cirugía de GP en Cardale, una pequeña ciudad ficticia en el distrito de Derbyshire Peak, y los médicos que trabajaron allí. Corrió en ITV de 1993 a 2002, y fue una de sus series más exitosas en ese momento. Originalmente protagonizó a Kevin thately como el Dr. Jack Kerruish, Amanda Burton, como el Dr. Beth Glover, y Simon Shepherd, y Simon Shepherd, como el Dr. Will Preston, aunque la lista de médicos cambiaría muchas veces en el transcurso de la serie. La serie se envió en 2002 y terminó en Un cliffhanger literal cuando dos de los personajes principales de la serie se sumergieron en un acantilado. Los espectadores escribieron a ITV en sus miles y una petición para un último episodio fue creado por el sitio web Peak Practice Online. Sin embargo, todos los motivos no tuvieron éxito y dijeron que no hicieran más episodios. La práctica de unakes fue reemplazada por una medicina dulce, otra serie médica establecida en Derbyshire. Duró algunos episodios antes de que se eliminó de los horarios. La Canardale se basó en el pueblo de Derbyshire de Crich, y la serie fue filmada allí y en otras ciudades y pueblos de Derbyshire cercanos, en particular, Matlock y Ashover. Después del final de este programa, ITV intentó lanzar una serie de seguimiento llamada Dulce Medicine, que extendió las historias de diferentes personajes del espectáculo original.",positive
"Maria Braun es una mujer extraordinaria presentada de manera plena y muy creíble, a pesar de ser tan obtenida como para frontera en la inverosibilidad.Hará todo lo posible para que su trabajo matrimonial, incluido el oportunismo y la manipulación sexual.Y, por lo tanto, debajo del exterior de Vicey, revela un sistema de valor bastante dulce.La película sufre de un final abrupto e inesperado que, después, se siente totalmente inadecuado, con la conveniencia familiar para terminar con el ejercicio de escritura creativa de su escuela con ""y luego me desperté"".También está terminado en el otro extremo con la secuencia de título más excéntrica que he visto, pero no dejes que nada te quite.",positive
"Esta película de Quasi J-Horror siguió a una joven mientras regresa a su aldea infantil en la isla de Shikoku para vender la casa de la familia y reunirse con viejos amigos. Ella encuentra que una, la hija de la sacerdotisa del pueblo, se ahogó varios años antes. Ella y Fumiko (otro amigo de la infancia) luego aprenden que la madre de Sayori está tratando de devolverle a la vida con la magia negra. Ya los bonos entre los muertos y la vida se están debilitando y los amigos y aldeanos están viendo fantasmas. Nada era excepcional o incluso muy bueno acerca de esta película. A diferencia de las películas STELLAR J-HORROR, el suspenso realmente no se construye, el resultado no parece mucho amenazar y las fronteras finales en absurdo. Esta película es como el arroz blanco liso cocinado un poco demasiado tiempo para que esté bordeando en blishy. . A veces obtienes esto en los pobres restaurantes asiáticos o cocina tu propio arroz blanco un poco demasiado largo. Terminas comiéndolo, porque lo necesitas con la comida, porque lo que es la comida china o japonesa sin arroz, pero casi arruina la comida debido a la gluey, la inseguridad de ella todo. 3/10 http://blog.myspace.com/locoformovies",negative
"Esta espantosa película monta cada estereotipo asiático que puede imaginar en un paquete horrible.Money Chrubbing, hombres de negocios japoneses tortuosos envían un policía goofy pero adorable Pat Morita para recuperar secretos industriales en Detroit.Aquí se encuentra con el Heel Jay Leno, quien le refiere rápidamente a una víctima de asesinato como JAP y llama a Morita Tojo.Todo está cuesta abajo desde allí.",negative
